address,timeframe,trade_count,wins,losses,wins_usd,losses_usd,volume,profit,win_rate,in_tier,resolved_trades
0x4b0104022eed803adf011fed491b2051671f95a9,monthly,12,3,0,39.88,0.0,45.73,39.88,1.0,1,3
0x4b028d423197bb512fda15585f7edddc4f8b58ff,15min,18,8,10,153.39,421.9,428.83,-268.51,0.4444,0,18
0x4b092b3bdb6dc520c3b48d61f80db3f41190a665,15min,17,7,10,251.46,65.83,419.65,185.63,0.4118,0,17
0x4b0d6ad0192fc0c3b47c0b098e4d268771a89828,daily,61,58,3,5216.4,49.11,5277.7,5167.3,0.9508,1,61
0x4b0f1ac9d2f21b21e9b8042e59e459beb53ca3da,hourly,32,10,22,125.32,74.54,350.24,50.78,0.3125,0,32
0x4b102a96f328e0f371d9d097092da8f52b318d33,hourly,16,11,5,102.38,94.85,178.66,7.53,0.6875,1,16
0x4b112245298e858636fa2f8d6231fb5ae0bbe293,15min,251,137,114,522.99,404.38,1206.04,118.61,0.5458,0,251
0x4b151f403065a3db3c313d8f766c3728ccb0e32d,monthly,26,1,2,1.0,2.6,221.4,-1.6,0.3333,0,3
0x4b1a5b4ca150a90b4d557084d9434ecc596d3017,15min,102,59,43,552.58,366.3,882.62,186.28,0.5784,0,102
0x4b24a915acab244f5e005552b274ad54e3aae5f8,15min,27,20,7,70.71,22.64,81.03,48.07,0.7407,1,27
0x4b287141b61806d34ee482da1d520e361ddb9dcc,15min,44,20,24,89.5,30.65,129.45,58.85,0.4545,0,44
0x4b31c844742b1e7450e3c3cd07cb4090ae322064,daily,45,26,19,9881.74,442.55,174364.74,9439.19,0.5778,0,45
0x4b3a0af0551f83635c623bda762517476631a1fa,15min,317,156,161,3678.95,4067.61,5960.12,-388.66,0.4921,0,317
0x4b405f1dadab0e9e7aae14983709757f100dd1f8,15min,63,24,39,596.71,276.2,1204.12,320.51,0.381,0,63
0x4b405f1dadab0e9e7aae14983709757f100dd1f8,hourly,11,5,6,83.01,13.71,265.62,69.3,0.4545,0,11
0x4b4144b77c82723d19739a51649414d5bae5223f,15min,95,18,77,423.87,239.99,2178.5,183.88,0.1895,0,95
0x4b43d2a40699a9a48bfadef6d85f3440817a65ab,15min,13,6,7,30.0,9.93,31.98,20.07,0.4615,0,13
0x4b455e6bf838173980164688cf2c914e524405dd,hourly,161,74,87,646.59,502.92,1117.76,143.67,0.4596,0,161
0x4b48c82e31f9524c0d9be2d41e118f59165ad84f,15min,27,15,12,148.02,33.63,463.46,114.38,0.5556,0,27
0x4b52448e9020f4b41cdd2c8384f8175ea47f29da,15min,17,15,2,203.07,26.0,217.75,177.07,0.8824,1,17
0x4b55ae5efa976123fc9a7061ee5493fdc14fcec4,15min,49,17,32,181.78,119.73,239.54,62.05,0.3469,0,49
0x4b7410aefbf0f38012b0dfb1131a4de147a9e8d7,daily,25,0,0,0.0,0.0,14302.94,0.0,0.0,0,0
0x4b7410aefbf0f38012b0dfb1131a4de147a9e8d7,monthly,195,0,0,0.0,0.0,39930.19,0.0,0.0,0,0
0x4b791063d417705db92edc5285a387d174a7a497,daily,16,6,9,173.7,41.41,388.08,132.29,0.4,0,15
0x4b8ae011176b76888949476d7fb7a56985faf4a4,monthly,23,0,0,0.0,0.0,1625.9,0.0,0.0,0,0
0x4b90f741a32115ee6f4d0f3c2bf9238580b2c258,daily,19,1,18,0.04,19.2,85.83,-19.16,0.0526,0,19
0x4b9a99983b800811a9fb78bdd4b93f6b9c2df30d,15min,25,7,18,47.51,65.3,85.65,-17.79,0.28,0,25
0x4b9ec9fb5309a78a115429e2940ab073814821ec,15min,85,70,15,221.23,130.5,258.57,90.73,0.8235,1,85
0x4ba3130f243eed6d88916934b5fc3fe0622006cd,15min,17,13,4,24.2,3.47,26.77,20.73,0.7647,1,17
0x4ba4b483d7f48d385f929a31efbffda17fe18078,monthly,13,0,0,0.0,0.0,71.84,0.0,0.0,0,0
0x4ba5c498f7adadb08ed4677445c037a2faca6a57,daily,17,0,12,0.0,427.56,677.31,-427.56,0.0,0,12
0x4bb36f4c49c0106ab293414ce34219bb214fc11a,daily,10,6,4,367.22,4.74,513.85,362.48,0.6,0,10
0x4bb572d1590fd34aaed5d717da98d4586a348a17,monthly,10,0,0,0.0,0.0,113.19,0.0,0.0,0,0
0x4bc7a0a58d6aee348c3f179743544d27929c684c,15min,27,17,10,24.91,23.84,42.03,1.07,0.6296,0,27
0x4bd31181444da169fe032f9b30269474b81cfebd,monthly,14,0,2,0.0,0.04,57.63,-0.04,0.0,0,2
0x4bd6ff361796f0e4ead562ab05e458c5bb63b985,15min,28,18,10,262.78,82.74,330.59,180.04,0.6429,0,28
0x4be30f31715a91cb0b30cc66ec0abd67aa12138e,15min,16,11,5,52.03,10.6,48.14,41.43,0.6875,0,16
0x4beccbc49b279a0c7b8950ae9a2abf17f41bb8f8,15min,18,14,4,172.8,62.67,227.82,110.13,0.7778,1,18
0x4bee883f3572b5697cd30ebc861c774455de2188,15min,23,11,12,20.36,19.44,49.2,0.92,0.4783,0,23
0x4bf2845651c0094e8cf3f8cbcb4279e3c166d280,daily,24,9,15,495.05,3.97,2111.53,491.08,0.375,0,24
0x4bf9dab7f7912ca6d3a1a1fb9d62ce4bdfa9f253,hourly,16,6,10,78.75,42.93,154.78,35.82,0.375,0,16
0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,15min,164812,92222,72590,2808317.38,670018.47,2775739.63,2138298.91,0.5596,0,164812
0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,daily,54421,27792,18860,7115239.38,1116780.73,8411057.26,5998458.65,0.5957,0,46652
0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,hourly,41790,23576,18195,2030940.66,785249.76,2117247.12,1245690.9,0.5644,0,41771
0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,monthly,15531,1571,947,562910.91,17853.6,6215583.81,545057.31,0.6239,0,2518
0x4bfe24037bf4c1d7fd574a23695bc82a39cca319,15min,42,32,10,66.88,18.0,72.12,48.88,0.7619,1,42
0x4c039d1350e83f378be2356f543e8d2e13fe604e,daily,45,33,7,1650.74,160.92,3524.33,1489.81,0.825,1,40
0x4c039d1350e83f378be2356f543e8d2e13fe604e,monthly,20,4,1,2583.23,13.12,10929.97,2570.11,0.8,1,5
0x4c05298e5ca5fe7d8f9ab47d49f1f3dfa4c9204a,hourly,11,4,7,16.9,10008.65,10021.25,-9991.75,0.3636,0,11
0x4c06ba40226e7726856a3ce16e1f717cc5d02f1c,15min,28,5,23,5.64,6.55,24.72,-0.92,0.1786,0,28
0x4c0858d315ac2c08377ee08d89295bf257185aca,15min,10,2,8,15.12,4.88,83.03,10.24,0.2,0,10
0x4c0858d315ac2c08377ee08d89295bf257185aca,hourly,11,6,5,57.95,8.61,221.5,49.34,0.5455,0,11
0x4c0ca62ae252487316fa8287191556b5e40fc312,monthly,11,0,0,0.0,0.0,23.52,0.0,0.0,0,0
0x4c14a5f264c4cf8610bd11122918fc28c44c7bc1,daily,13,8,5,6830.33,1498.78,15411.19,5331.55,0.6154,0,13
0x4c25460f33fe024440400fc3d2d51062b3070a8a,monthly,15,0,0,0.0,0.0,41358.85,0.0,0.0,0,0
0x4c2c913dffdbb0ff1cb19b425bedcee9aa1c898a,monthly,33,29,4,9238.82,7.47,9237.12,9231.35,0.8788,1,33
0x4c32c21b7cbd830fd35e814d110bc089f06712ce,daily,15,5,10,110.69,0.26,312.1,110.43,0.3333,0,15
0x4c4a600a09e67bfcc073370de7eb2f98f82bd170,daily,11,0,0,0.0,0.0,235.88,0.0,0.0,0,0
0x4c5f7c62e10349aaf445b85d9c32d48a9756a315,15min,11,3,8,128.75,31.87,207.35,96.88,0.2727,0,11
0x4c683761e70aa16744c66c17603974173ad6efe1,15min,52,36,16,124.32,16.75,153.6,107.57,0.6923,0,52
0x4c69c2cb5a648faf87c67cf48d064b34178de7f9,15min,50,30,20,167.55,33.69,148.87,133.86,0.6,0,50
0x4c7d43a6e5ca58b281626e0dd6126c512d667a1f,15min,47,43,4,1612.48,18.74,1606.75,1593.74,0.9149,1,47
0x4c864de316472bce3b5aa4480dc5758a16af49aa,15min,32,16,16,22.77,47.06,73.0,-24.29,0.5,0,32
0x4c864de316472bce3b5aa4480dc5758a16af49aa,hourly,19,9,10,33.15,29.66,47.96,3.49,0.4737,0,19
0x4c8b4f69fe57aa2de5be103002066e0203951614,15min,119,40,79,394.94,221.27,361.56,173.67,0.3361,0,119
0x4c8b6a2114a775467b72f61ca7ac015c76a95d3d,daily,540,239,259,316.4,139.87,738.85,176.53,0.4799,0,498
0x4c95189e2d313dfd2aea5e1fe1cba2ff162f207c,monthly,11,0,2,0.0,4.48,1749.27,-4.48,0.0,0,2
0x4c9d2026ebcf8515c9518177b85755556cbc3e7c,daily,35,18,17,1204.74,162.89,5642.86,1041.85,0.5143,0,35
0x4ca53c53133ca1d52718f1556fd6f3be7effa81d,daily,53,21,32,6015.14,2686.85,11665.41,3328.29,0.3962,0,53
0x4ca56d19b0e6606db275bdb662b6783a9bf538f7,15min,11,7,4,24.1,6.59,35.17,17.52,0.6364,0,11
0x4ca889b71994e5ff0e8cab13e24eb1276551db1f,daily,24,5,19,175.71,142.2,525.48,33.51,0.2083,0,24
0x4caee221267f30efdc751bbca7fdb7ffef10c482,hourly,56,23,33,166.88,6.5,639.21,160.38,0.4107,0,56
0x4cb4a3d36394cc3761740cc841c20c86a5e112c7,daily,19,2,5,12.11,4.07,74.82,8.04,0.2857,0,7
0x4cb4a3d36394cc3761740cc841c20c86a5e112c7,monthly,34,1,0,0.79,0.0,579.37,0.79,1.0,1,1
0x4cb6d81ef0490f4ac8477a55aea33bf76b1560de,15min,12,6,6,8.98,6.3,14.04,2.69,0.5,0,12
0x4cb83aa0bf95cc75b8707ae35a365e66e173e48f,monthly,25,8,9,3552.05,78.22,3726.92,3473.83,0.4706,0,17
0x4cb9327641756845f9fe3563046375f1227326b7,15min,14,14,0,209.14,0.0,203.0,209.14,1.0,0,14
0x4cb9cb0fbe1e99b673c8d5d48cbd00b049ad221e,15min,33,30,3,248.43,25.06,261.91,223.37,0.9091,1,33
0x4cbffa715bda0473dd85eddba30eafa7ddf35a20,15min,66,54,12,724.84,198.84,832.47,526.0,0.8182,1,66
0x4cc029f72288db3efe4da9201786f58ecda18100,daily,140,24,30,56.36,93.79,417.28,-37.44,0.4444,0,54
0x4cc029f72288db3efe4da9201786f58ecda18100,monthly,67,1,1,3.73,1.72,209.8,2.02,0.5,0,2
0x4cd6563231c76d1a4265ae95aa53d57fa5ef686f,daily,78,20,58,336.37,259.45,1272.94,76.92,0.2564,0,78
0x4cd8261b09dec575058242d584ad0d55c6bd862a,15min,60,51,9,157.65,12.44,157.15,145.21,0.85,1,60
0x4cdcbb2ff8e06f5570a75763b09f79f9231b0116,15min,27,3,24,3.24,40.81,112.97,-37.57,0.1111,0,27
0x4ce0180c67f6117e7aad7b2f1abc326e0a6cf072,15min,43,39,4,178.6,4.28,41.91,174.32,0.907,1,43
0x4ce2b71ed3cce2a26c4780ca2d7ff6edb85729d8,15min,125,53,72,493.94,581.46,994.86,-87.52,0.424,0,125
0x4ce86801f3f295724fcc8013a52ccd9549fe63fe,daily,11,2,9,47.42,293.2,804.38,-245.78,0.1818,0,11
0x4cff9de4f793a6829d6b79275a806674c34da948,daily,11,6,5,189.04,132.43,486.34,56.6,0.5455,0,11
0x4d02aa551995f172a23de77484ac972e8d13704c,15min,60,32,28,326.27,147.04,432.17,179.23,0.5333,0,60
0x4d411bd2e4a2defa6fcb69369a6a3f5306e06989,hourly,46,21,25,447.88,397.39,736.8,50.5,0.4565,0,46
0x4d44a3aa546ca4396b4f2b4e690662bc012549e6,hourly,21,8,13,254.85,316.6,751.76,-61.74,0.381,0,21
0x4d46ac74deac518705310fb92a0e69e14b1e84f7,15min,20,9,11,130.21,23.26,309.58,106.95,0.45,0,20
0x4d488d6e640b4c313a1b0cb0f01a51b9eb5d40d5,monthly,68,0,0,0.0,0.0,5268.6,0.0,0.0,0,0
0x4d48953e2965e5fc917afae16198caa5cbfd657b,15min,51,21,30,204.2,58.55,123.28,145.66,0.4118,0,51
0x4d48953e2965e5fc917afae16198caa5cbfd657b,hourly,13,3,10,17.89,28.65,36.39,-10.76,0.2308,0,13
0x4d497211c7f74744d3d303898dc97eef5f0c5b25,15min,16,1,15,10.0,52.08,206.18,-42.08,0.0625,0,16
0x4d4b41fb604cf8bd8fc5d53021566f0cf5842f7d,15min,35,21,14,416.66,326.75,731.97,89.91,0.6,0,35
0x4d4b41fb604cf8bd8fc5d53021566f0cf5842f7d,hourly,45,20,25,464.62,512.69,1086.23,-48.07,0.4444,0,45
0x4d5121a5156653e654f12708b7b3ea2e60db885f,hourly,20,15,5,23.76,21.69,28.26,2.07,0.75,1,20
0x4d518197cbbf491d232deec3177bd4026d92d2c8,15min,11,6,5,901.02,7.29,907.41,893.72,0.5455,0,11
0x4d57bdaeebd548c018bb4fb424ab232e6760419c,15min,27,19,8,63.52,10.34,283.23,53.18,0.7037,1,27
0x4d59e4c467ae134978e5955e70195006be9d9a12,15min,401,178,223,1966.21,997.21,2138.28,969.0,0.4439,0,401
0x4d65c5f10ae8c8cb56404f4dd64c03f30807728d,15min,14,8,6,63.79,17.3,193.71,46.49,0.5714,0,14
0x4d68724f3ba874febcfed16264fd3550a5585027,15min,234,90,144,1282.82,593.14,3189.83,689.69,0.3846,0,234
0x4d68724f3ba874febcfed16264fd3550a5585027,daily,26,11,15,239.16,257.11,476.31,-17.95,0.4231,0,26
0x4d68724f3ba874febcfed16264fd3550a5585027,hourly,31,12,19,367.24,177.65,467.54,189.59,0.3871,0,31
0x4d69a3347bed726f35489f7b98180cac2db5ff63,15min,17,11,6,17.02,20.31,22.13,-3.29,0.6471,0,17
0x4d69aae9e49da29b8cdb91f9852383d93644a321,15min,61,40,21,2156.02,287.45,6829.08,1868.57,0.6557,0,61
0x4d6dc11dfa44412edb8122f031438957d60fa1c6,15min,86,34,52,932.36,1090.83,2257.78,-158.47,0.3953,0,86
0x4d78e8d4d0079a5e37534690fb9854e7383e5487,15min,32,27,5,58.5,8.31,54.32,50.19,0.8438,1,32
0x4d840f893614877da74db906018450afba0e21b1,daily,732,386,346,1714.34,960.56,2402.73,753.78,0.5273,0,732
0x4d86309d517c1800cdf4aca2c87337e9f989c972,hourly,27,1,26,6.38,19.47,77.7,-13.09,0.037,0,27
0x4d94ad2a8381ec61d75baa74f7144b3222429e5d,15min,16,16,0,129.41,0.0,124.35,129.41,1.0,1,16
0x4d96e163a29e05137083528bcc3754fd56242c6e,15min,12,2,10,17.45,32.31,155.86,-14.86,0.1667,0,12
0x4da8e3d9f78e68ceead52afde5aae608f4fa561e,15min,28,19,9,141.38,30.83,149.41,110.55,0.6786,0,28
0x4dacfb8870f28ba39df1ce8b7229b5c793cc3e3d,15min,13,2,11,8.59,9.44,71.33,-0.85,0.1538,0,13
0x4dae83ead680233f2147e2bcac84f65eee4918b4,daily,11,3,8,96.9,672.02,1690.74,-575.12,0.2727,0,11
0x4db9e365b7f4eff5602738f91a2a432a845d83a5,15min,32,13,19,279.63,79.66,589.98,199.97,0.4062,0,32
0x4dbd1723a07e227e76bc73dbcfb017df2b26197b,hourly,34,11,23,195.93,357.42,515.86,-161.49,0.3235,0,34
0x4ddd89e6611f2a3ed52b1059b85042c03b2d1c35,15min,176,75,101,743.24,472.07,1658.18,271.17,0.4261,0,176
0x4ddde02a6760fde9861f427a58f457bf5fba9640,daily,11,0,0,0.0,0.0,134.07,0.0,0.0,0,0
0x4dde5a42dbd486848d9da48d9f692a42601fcff5,monthly,18,0,0,0.0,0.0,12245.1,0.0,0.0,0,0
0x4de1f8a1a1f77bf97e2e16f885859a30415e5264,15min,20,7,13,83.88,21.03,280.46,62.84,0.35,0,20
0x4dee8eb58892bdf776e7966ca31b8573c7169fa4,15min,63,3,60,24.49,29.44,30.59,-4.95,0.0476,0,63
0x4df332e27f9ee3224f52ce30e3ce15c1075e788f,daily,21,18,3,5474.28,95.99,11568.54,5378.29,0.8571,1,21
0x4dfb144dfb321750ad42bc7dd225610745273e80,15min,37,27,10,66.65,14.9,67.6,51.75,0.7297,1,37
0x4e0db0e1034e45cc012721f6d176118b03882e89,15min,18,11,7,60.94,22.76,70.44,38.18,0.6111,0,18
0x4e2165633ca5d16f1a56c225acad70b6691f4275,hourly,33,16,17,404.4,273.45,558.38,130.94,0.4848,0,33
0x4e5434a59174869baf64dd16aa5b9eab38bbe1bd,15min,16,1,15,120.46,92.86,385.19,27.6,0.0625,0,16
0x4e5a663667876d088ccc3f5e2b09926f09448caf,15min,12,5,7,48.5,56.15,188.19,-7.65,0.4167,0,12
0x4e5c2d65703d9f4c155c716774ebcc181cf5d892,monthly,12,7,1,59.7,3.36,260.94,56.34,0.875,1,8
0x4e5f378b52f0e77ea066bfad6dd910810015ae58,15min,16,8,8,13.45,8.62,23.16,4.83,0.5,0,16
0x4e74f9b3b5520f0e1b42cd6141561e0825da590a,hourly,11,4,7,10.06,29.21,51.63,-19.15,0.3636,0,11
0x4e750af44f979e0fd75b92e18f89935e7eaf2976,hourly,64,0,64,0.0,96.28,211.24,-96.28,0.0,0,64
0x4e77bd0b4ca42070c93b5229320401a230c399bf,15min,21,11,10,306.2,17.08,745.3,289.12,0.5238,0,21
0x4e7d7e0fdd243df03a3cd56a156a9142d880e7a0,15min,49,19,30,47.66,32.59,118.85,15.07,0.3878,0,49
0x4e7d7e0fdd243df03a3cd56a156a9142d880e7a0,daily,15,1,7,1.93,6.76,26.54,-4.83,0.125,0,8
0x4e7d7e0fdd243df03a3cd56a156a9142d880e7a0,hourly,23,10,13,34.22,12.17,72.39,22.05,0.4348,0,23
0x4e900f17a072c868c4f9217d22e191b128005d01,15min,37,19,18,29.22,49.74,70.44,-20.52,0.5135,0,37
0x4e928cc0ca23dc761d8353f822d05792834150bf,daily,11,1,10,52.19,5.77,620.62,46.42,0.0909,0,11
0x4e93bfa958d30fba55ad0b4cffd65b318641ee56,15min,14,6,8,50.92,3.24,361.17,47.68,0.4286,0,14
0x4e95df75fc346007b72547d2953d54bc74ed153f,15min,14,9,5,61.83,21.7,91.07,40.13,0.6429,0,14
0x4e9e8a86fb9dd1cc9585f12f93415809bd172215,15min,10,1,9,0.14,66.81,84.7,-66.67,0.1,0,10
0x4eac6c5798fe0b3f28738ade368a2d4c86fbdc78,hourly,85,35,50,155.25,100.26,284.15,54.99,0.4118,0,85
0x4eb8679c0c84a320c4150b0cfac2d22f4f969d06,hourly,139,74,65,599.55,185.78,576.64,413.77,0.5324,0,139
0x4ec40545aee718eaae8f74c611d05c7971026f33,daily,631,381,250,966.55,622.77,1592.53,343.78,0.6038,0,631
0x4ec5426b651e84a92054f077ce985b9d2c91cae0,monthly,16,0,0,0.0,0.0,2196.54,0.0,0.0,0,0
0x4ecbdd54b9a20d1b74597f150d1457acb4ec514c,monthly,10,0,0,0.0,0.0,414.75,0.0,0.0,0,0
0x4ecdf7591e1f0bc234699fc693b64ed4b2357f04,15min,161,95,66,671.22,397.26,1154.54,273.97,0.5901,0,161
0x4ed90d5a9e1a23d6a6423544d65d911daf1f2374,15min,72,68,4,626.28,12.93,620.85,613.36,0.9444,1,72
0x4edb9efc5f1cc3791602ee5c61ea6177d0959963,15min,88,53,35,345.29,146.18,435.4,199.1,0.6023,0,88
0x4ee29e4e7d4c380babeae5e22e5c02400c2246e1,daily,31,9,22,134.01,243.53,301.59,-109.52,0.2903,0,31
0x4ee29e4e7d4c380babeae5e22e5c02400c2246e1,monthly,335,0,0,0.0,0.0,4809.83,0.0,0.0,0,0
0x4ee5cc89a21ab8d7e87a9a9793575d0117b3b0dc,15min,14,13,1,566.76,0.7,1252.39,566.06,0.9286,0,14
0x4f03c67fb76341809cecb20c7395ed138c56d3ee,monthly,22,0,0,0.0,0.0,78.01,0.0,0.0,0,0
0x4f0d719e2faf14ed81fa03ad6344c3f5cc972f2f,monthly,17,17,0,5711.68,0.0,5602.48,5711.68,1.0,1,17
0x4f0f65811b26a57e64702f9e230a300307c7b1ce,15min,57,33,24,275.74,92.1,378.54,183.64,0.5789,0,57
0x4f17bb707553dceb79d9f13c51ad4754b9a0953d,15min,10,3,7,34.3,10.96,13.86,23.34,0.3,0,10
0x4f1bad13ef34a4dfbbf167a29c7ce2723677bc10,daily,17,7,5,28.08,10.8,47.13,17.28,0.5833,0,12
0x4f1eae45149dcebd61eb5d70937a8c7b5544eb72,15min,44,34,10,3152.95,217.28,2148.64,2935.66,0.7727,1,44
0x4f2e7fea035908bfbe31878f84b3e97bec1b4a3e,daily,25,11,14,107.15,28.36,242.27,78.8,0.44,0,25
0x4f3dca8eff11beecad24eca0e0061e30ea4071d9,daily,45,0,2,0.0,1.76,6490.52,-1.76,0.0,0,2
0x4f458a008be2c18334fa62e5f1aff55fad7c7e11,hourly,36,21,15,416.69,213.45,515.38,203.25,0.5833,0,36
0x4f4b607ae05b348765f008ca53d42274bccebb93,daily,10,10,0,22121.64,0.0,21859.44,22121.64,1.0,1,10
0x4f683860bb4b82c6d3957d5084ef1c6c3da50714,monthly,11,0,0,0.0,0.0,6.16,0.0,0.0,0,0
0x4f69462af8749b34f1211835acb2378663f09949,monthly,11,0,0,0.0,0.0,196.19,0.0,0.0,0,0
0x4f6aa3aa51eb77e44f8f609cb1935952831013fd,15min,18,9,9,263.98,33.91,368.33,230.07,0.5,0,18
0x4f6b79799b30d489a99e753ba29f38660ac3f1ee,daily,23,19,3,43.74,10.15,48.14,33.58,0.8636,1,22
0x4f6b88ca3e7053da95989cb1c3f16f471717075f,daily,32,6,23,814.28,909.25,3103.03,-94.97,0.2069,0,29
0x4f6dcd325d8986020e82b794ba97317eb22a36ee,hourly,23,7,16,710.05,548.6,1519.92,161.45,0.3043,0,23
0x4f7f9b5ace8f256bd75843f0c3caeb93cec17a2c,hourly,134,118,16,237.04,153.35,294.44,83.69,0.8806,1,134
0x4f87ea7a064de5040f3aefbf398dd16c6acc5e3d,15min,26,13,13,43.68,34.06,73.98,9.62,0.5,0,26
0x4f913d91399aa23f0cdd24d4d3142fb406c17a92,hourly,12,5,3,4062.0,6.53,8114.47,4055.47,0.625,0,8
0x4f964366de10a6fe03c11a866da4cb4a113e44ab,15min,12,3,9,12.72,1.7,92.34,11.02,0.25,0,12
0x4fa5c2cc4c2ba591c7a8c44642993c6797ceddaf,15min,227,109,118,586.04,283.41,1175.21,302.63,0.4802,0,227
0x4fa8af791ef809d9ca99cc92a099155e3f5ec69c,hourly,56,50,6,2631.36,285.28,2749.12,2346.08,0.8929,1,56
0x4faa9c1112de2894c05016313e67438866667a49,hourly,25,0,25,0.0,0.35,339.57,-0.35,0.0,0,25
0x4fb060ef365ad6a76d8da1387ec6a7372d4b3182,daily,17,7,10,107.29,19.81,121.4,87.49,0.4118,0,17
0x4fb08935095b6a8e76409c596b7b0bb4d2ab6f78,15min,37,35,2,469.73,34.09,465.32,435.64,0.9459,1,37
0x4fb56efd4cfb2b3f50f9f4af4c56d3f33eb9666e,monthly,13,0,0,0.0,0.0,2548.19,0.0,0.0,0,0
0x4fb779144468cba9b5bb77b684c67ddcd881f6f3,15min,23,11,12,36.63,22.49,72.89,14.14,0.4783,0,23
0x4fbaf6cfaedf21e2b2d75c1ce4538484a6102cb0,monthly,89,0,0,0.0,0.0,24179.17,0.0,0.0,0,0
0x4fbe2cb6c34488d68037d4adde952f6a7f01b84f,daily,41,10,14,1301.78,165.69,16461.83,1136.08,0.4167,0,24
0x4fc0a52a3eec17380ac240caace3433b09bffed7,15min,78,28,50,119.73,26.6,445.85,93.13,0.359,0,78
0x4fc19373fe27bc5fc6d9058acdd48624ba95075e,daily,21,12,9,261.52,224.35,524.6,37.16,0.5714,0,21
0x4fc19373fe27bc5fc6d9058acdd48624ba95075e,monthly,13,0,0,0.0,0.0,241.11,0.0,0.0,0,0
0x4fca1342bf60f9bb5a4b71e57880070be3372e16,15min,383,107,276,2680.75,2940.01,9107.51,-259.26,0.2794,0,383
0x4fca1342bf60f9bb5a4b71e57880070be3372e16,daily,22,2,20,240.0,152.16,1531.92,87.84,0.0909,0,22
0x4fdbbc57bc50f1abf77d3e68bb26e83080e90b12,monthly,12,0,0,0.0,0.0,1583.98,0.0,0.0,0,0
0x4fdbe28b1903178017f29a8c94417d8e347f6404,daily,12,8,4,844.98,111.44,1413.86,733.55,0.6667,1,12
0x4fdf7eef165deeb93605ada5a4feed1a3e714452,monthly,91,16,0,153.25,0.0,1873.4,153.25,1.0,1,16
0x4ff03453b8545545f4775f1ec57fd514886b747e,15min,27,13,14,84.25,19.18,608.1,65.07,0.4815,0,27
0x4ffd3cab000b04574ec094a3b16310d321de7821,15min,52,7,45,27.09,113.58,184.06,-86.49,0.1346,0,52
0x4ffe49ba2a4cae123536a8af4fda48faeb609f71,daily,863,528,275,3132.62,3554.21,5687.52,-421.59,0.6575,1,803
0x4ffe49ba2a4cae123536a8af4fda48faeb609f71,hourly,16,16,0,27.37,0.0,27.37,27.37,1.0,1,16
0x4ffe49ba2a4cae123536a8af4fda48faeb609f71,monthly,405,32,4,230.8,249.72,2908.13,-18.91,0.8889,1,36
0x5006a3e597456fcaaffa24afc99f66d2cb779077,hourly,30,16,14,345.7,240.24,496.59,105.47,0.5333,0,30
0x500c4f5ff0f6c1fa97b608e333c364c17408883c,15min,26,18,8,111.67,22.38,79.02,89.29,0.6923,0,26
0x500f1ec92aa1d5ffd34fb7d39776672c5a5094bf,daily,19,14,5,1135.82,17.08,12117.09,1118.74,0.7368,1,19
0x501045547d67a9a78f6e3b61d8e79658368ff155,15min,11,5,6,15.85,2.17,46.21,13.68,0.4545,0,11
0x50117a4d2a8f27b7cccd8aa1ab9b05fb3b06bd8a,hourly,11,5,6,28.17,12.63,65.24,15.55,0.4545,0,11
0x501ce02d3b090e867cddb22f92b840c8d1aeb95f,15min,36,36,0,586.46,0.0,549.46,586.46,1.0,1,36
0x501ce02d3b090e867cddb22f92b840c8d1aeb95f,hourly,24,11,13,530.77,12.19,2155.59,518.58,0.4583,0,24
0x5023175353887bedda29cce53dd5cd8ccbf48af3,15min,27,20,7,79.28,13.62,52.0,65.66,0.7407,1,27
0x5028d34cd2691f64255971410d595289a2a191c5,daily,135,13,10,1919.35,1064.19,6794.76,855.15,0.5652,0,23
0x5029958cdfcc6310720295581bf13767d97e2009,15min,15,4,11,78.58,64.41,152.29,14.17,0.2667,0,15
0x502d3fa8c11821c33c56a1c179878d6358da9cd5,daily,31,0,0,0.0,0.0,338.92,0.0,0.0,0,0
0x5032bf641d0b91c6a6c00ea4927112dd56f7c7e5,15min,43,43,0,941.54,0.0,896.23,941.54,1.0,1,43
0x5037a31becf732f54d7cde7ab2760f0a844f0307,monthly,17,0,0,0.0,0.0,851.49,0.0,0.0,0,0
0x5039c58a38c3fc2e4c1a4bf472f4c75f357ba717,15min,146,42,104,637.29,378.42,2755.76,258.86,0.2877,0,146
0x503a76033b673f05720eb234b2ad10f5bab7c38a,15min,10,10,0,43.72,0.0,39.05,43.72,1.0,0,10
0x503d935aae8bb2ab743847f969974a04e18969de,15min,24,13,11,51.4,15.33,77.14,36.07,0.5417,0,24
0x50421cc4cd0f184f346f4eb1d66e29656aaff296,daily,12,0,0,0.0,0.0,329.32,0.0,0.0,0,0
0x505088238bcc013be42131cee440b30f9aa8ddf1,hourly,17,10,7,83.33,55.81,125.76,27.52,0.5882,0,17
0x5056d1a1ad0b3254acf7552a814f75256cf9e270,daily,12,7,5,9716.38,17.02,21139.63,9699.36,0.5833,0,12
0x505e319336b7751f04ecfbf9204d28bf5b952cc9,15min,38,2,36,7.52,3.91,205.84,3.61,0.0526,0,38
