address,total_net_pnl_usd,num_tokens,win_tokens,loss_tokens,win_rate,best_timeframe,tf_win_rate
0xa35ba064ac7b78edb46d92fa031ab496833d0ecc,+604.30,3,2,1,0.67,daily,0.82
0x0026ca70e996c6119f9a47a425245d227dcbaef7,+603.73,1,1,0,1.00,-,-
0x491adf9ca6c12f5085f63a2e0ed791790b11d91b,+602.03,2,2,0,1.00,15min,0.65
0x896a5f68835ae191ef17c8d278fc178bbe5d688d,+601.91,3,3,0,1.00,daily,1.00
0x554520099bb7fe0636616422fe3f40047612eab8,+600.36,2,2,0,1.00,-,-
0x8566686d47faa8983ab378bbc73006438c35c626,+600.01,2,1,1,0.50,daily,0.75
0x96bfba2e066920bd6529e937b1fde86b9d6449d0,+600.00,2,2,0,1.00,hourly,1.00
0xc5cdd812832cb308aa204f6d72d638d303699aa5,+600.00,1,1,0,1.00,-,-
0x2ffb8063e19859d539a2c7c9f053328d23b7e82a,+599.23,1,1,0,1.00,15min,0.61
0x5993ba19348ed5f2f265464148ee82f9693033a2,+597.94,2,1,1,0.50,daily,0.45
0xc2d9576f67db505cf2e74a9c82b8be2b09f81ef4,+588.47,1,1,0,1.00,hourly,0.56
0x87c4dc658a0a8d81140b19a717db89e0a8dd5263,+586.07,34,25,9,0.74,hourly,0.59
0x8e449d8f85c57ccd0b2870ce597aa277045fa6be,+581.45,1,1,0,1.00,hourly,0.44
0x2707f2e693b3d20b5a17b603c532571108140afa,+580.85,2,2,0,1.00,daily,0.89
0xefc04529d0bf739d3ed1fdb0d3b7d5279bf70db1,+579.32,3,3,0,1.00,hourly,0.66
0x25a7fcfe11abd6ae873148584fa3e1b6aa98a4c8,+576.48,11,11,0,1.00,daily,0.88
0x0188bf789c69adabdc24550fcae204e7cf00a94c,+573.34,1,1,0,1.00,-,-
0x9222782099c5bb1946dc7530727cf7c9fddec005,+565.58,1,1,0,1.00,hourly,0.91
0x07b7dce1332b91468a0274b3961cb0b5aef200a0,+564.29,5,3,2,0.60,15min,0.60
0xdbbcae312197f548fd4d1b3a12acfe54ecd7ef69,+563.91,4,4,0,1.00,daily,1.00
0xec981ed70ae69c5cbcac08c1ba063e734f6bafcd,+563.61,2,1,1,0.50,daily,0.48
0x9618398bdf7c6a1ec9b0f80eea21775a34112357,+561.92,1,1,0,1.00,15min,0.57
0x796f3143e56cc42db78474b0c93f9f853222c23d,+560.57,1,1,0,1.00,hourly,0.45
0xb3ac590b266dc204036e65ee719afc2f85965018,+557.70,7,1,6,0.14,daily,0.40
0x1f254b479e488fd5a98686aaa1ecbc89b9b721a4,+557.14,1,1,0,1.00,daily,0.14
0x7aecc2908553ea90de639b5ba2ab72662e1cb487,+554.91,4,1,3,0.25,15min,0.25
0xc91a082189747c2c1be5aa2720241cb529dbc6b8,+546.56,6,3,3,0.50,15min,0.72
0x695c6ac97d5aafc8250ac93ab86a8f5a019eefa3,+541.72,28,24,4,0.86,15min,0.49
0xf7bc49e311d001d0b45a176fa01bb2c45c18e6fc,+541.20,15,9,6,0.60,15min,0.70
0x6e6e3048e9d11163c80a9fc2fb28153821ba8d41,+541.09,2,2,0,1.00,15min,0.59
0x8ca1a321ecbc881435dffad44b31689390a5825f,+535.36,7,2,5,0.29,15min,0.29
0x7d758b4bcf0c7b5cc872b932ad7c22bc653f5b0d,+531.83,6,6,0,1.00,15min,1.00
0x76efa8b2e78c33c8c3693d58a9f04552a7bf561c,+529.51,2,2,0,1.00,hourly,0.45
0xc6393f5177345cf7b9d9f3fbb782fd72da00c5a2,+526.98,1,1,0,1.00,-,-
0x292a8432db5d0f2b3a9023f2cd091c1b4a7ca7fa,+524.90,2,2,0,1.00,15min,0.35
0xeb8d817033b6e07eb45447e9df012064e08cd43d,+524.10,16,12,4,0.75,15min,0.43
0xb25e8bb2bcad3e22f2f37ca799c050ad6f3439aa,+523.61,12,4,8,0.33,daily,0.60
0x8d8c0416b7721ae375a1c835cca4144fef8f1d62,+519.86,1,1,0,1.00,15min,0.82
0x15ac9d4fb9c30fca4fec2fdecde3fdace721f3ba,+518.33,3,3,0,1.00,-,-
0x961f90a8ad3a86ebfffed0b478a7d3453d0798f8,+516.01,2,2,0,1.00,daily,1.00
0x8f813d3a543cc9381ed24a267966217109585410,+515.84,2,2,0,1.00,daily,1.00
0x9826ecb85721c91f1842e53b64f08f19d61e983b,+512.54,8,8,0,1.00,hourly,0.97
0x525af7e919458312ec34d4c2fef98587ea3b339e,+511.29,1,1,0,1.00,15min,0.33
0x859063c4e7910491ad2c39db02c2d37ded3bf9c6,+511.25,1,1,0,1.00,monthly,1.00
0xae8c0a7928da80db160aafb1ddb33103539593cd,+510.00,2,2,0,1.00,-,-
0x7e30c3a56d89edac738d788dd218a9e64fb91e50,+509.39,1,1,0,1.00,-,-
0x5c6ec9d90a5bde7a09dd1fad6a33ab9d7f024d5b,+507.30,2,1,1,0.50,15min,0.10
0x27d85b8afef97ecc3324f083efba066c60a0d41f,+505.56,2,2,0,1.00,-,-
0x63dac6d7d0b144f73a097659e8ca86218086cb17,+504.48,3,2,1,0.67,15min,0.87
0x6b6017aad92663e20336b8c39172245a13da9c7e,+503.81,2,1,1,0.50,daily,0.08
0x6d964df56f6c021dc1feb4b2077b3de6f285d524,+503.27,8,2,6,0.25,daily,0.21
0x3a49e031c6b772c3d2241b835e96f2292a117d21,+502.60,1,1,0,1.00,15min,0.98
0x9e7fa1eb3d5e1728f05ab94ca952908038822d2d,+501.32,3,3,0,1.00,15min,1.00
0xdee057c225595a549f6e4ea012f680d9a247aff9,+500.50,1,1,0,1.00,15min,0.84
0xbba2b8600ca7a34f31cdfd14d0d2a924a105cc45,+498.59,62,23,39,0.37,15min,0.32
0x6a8328b1ae11569f7b27600073558879885e4c59,+498.38,1,1,0,1.00,daily,0.67
0x602785cdf56a03221130d3d42a577ac6cf444320,+495.99,3,2,1,0.67,daily,0.71
0x701b51e0b8223077196db643675a1a15f1f80298,+494.79,2,1,1,0.50,-,-
0x2a04c9cb2266158b219e5cbebd70b9aed855ceb3,+492.66,1,1,0,1.00,15min,0.27
0x0f36adcb3593cee932a258efec232dc5c4d8f9e8,+491.39,4,3,1,0.75,15min,0.21
0xe508dbc11ab8362ef1ee50757005e372992ba24c,+490.65,1,1,0,1.00,daily,0.54
0x87b209bd1e759c90e0e96b34cd7f01b0af456298,+489.40,8,5,3,0.62,hourly,0.59
0x9382a6157a79c3304420c4634e33dc284c4b7455,+487.73,9,7,2,0.78,15min,0.47
0xd2b51d9accca5ec0a853eb0d94eeb0dce9a82889,+486.58,12,9,3,0.75,15min,0.49
0xb20592db1564f990ccbf62e6a0fdb4f9726d60e0,+475.46,5,3,2,0.60,15min,0.27
0x8488ef25f79c0cf2ffdff307973b2ac10464588c,+474.33,2,2,0,1.00,daily,1.00
0xc86a7173e586696c17bc13445ae70eca68eaef2b,+472.18,23,5,18,0.22,daily,0.24
0x8f939ac96a56f1a02dfc54fbf734082881aabffa,+465.65,8,3,5,0.38,daily,0.51
0x5464558ca39f6b527936d2b6ea32c1a7c1a7614e,+464.98,23,19,4,0.83,15min,0.48
0xd88f1f6583f5815e365a3e12be13b33912634846,+464.68,4,2,2,0.50,hourly,0.12
0xa8caf30a6a9c6e670f5602827f4e435d1d4cd535,+464.00,1,1,0,1.00,-,-
0xe0a5bc7615640f82d5e6983beb1d5fa6a8f5c0ba,+463.96,3,3,0,1.00,15min,1.00
0x1adddbb688d7d620a1679f048abccead9c6a924a,+462.28,4,1,3,0.25,daily,0.32
0x84ca13e15bdbae66d328513daf0f46db8bc8cd8d,+461.61,14,12,2,0.86,daily,0.88
0x60369262b9089f8bb3794f4876cb57852672d2cc,+461.13,2,2,0,1.00,-,-
0xbb50fa724ac755197246d950008d6a0564ee7bfc,+458.01,6,3,3,0.50,daily,0.39
0x76d7d0a1fab9a5c29fbd1a04509264f6c0c066d9,+458.01,6,3,3,0.50,15min,0.36
0x32c33070f9c34d92ad990a2dffbd8751fbf45dc5,+455.35,1,1,0,1.00,15min,0.35
0x03cc434d9c36d2b3cdb371617beadfb51ed2ac55,+454.90,2,2,0,1.00,15min,0.33
0x9236351425fbe7741b927fd6c5d035d136fd8e31,+454.10,2,1,1,0.50,15min,0.30
0xaae01c944ce631c29a107d568509b3f25c0b4cbb,+452.72,2,2,0,1.00,hourly,0.55
0x586d6eb20da348501206e18eba11be8fe9f6c5dc,+450.69,2,2,0,1.00,daily,1.00
0x93e2ea94abd1da933f1b1505b98e3b44987451e8,+450.65,1,1,0,1.00,daily,0.65
0x0d29e0ef2f20da51e4ea82e41ea61bbc066f6da9,+450.58,5,2,3,0.40,daily,0.37
0x6a8b989bcf282db31a554297335118141de4c114,+447.98,4,3,1,0.75,15min,0.29
0x50ee1173f48c923ddf8abee7ae2d9fd8b33dd3d0,+447.05,3,3,0,1.00,15min,0.57
0x4762c329459b5bbf87e9fc9f65749efc7086ba70,+446.54,1,1,0,1.00,-,-
0xb7cb5fbcbe1b9f1b64126d6cfc0bd69a0a7b83a5,+445.31,3,2,1,0.67,hourly,0.59
0x4a3d9401153b513cb6b7391ba74ef5f288704841,+444.10,1,1,0,1.00,-,-
0x9f035eb3edc2399bd32d7d02a5d8f4776910766d,+441.65,4,2,2,0.50,hourly,0.90
0xc1865101096c2d529ea0310d665b5e5234e3ad81,+441.28,2,2,0,1.00,15min,0.91
0x511faee9b0fc40abee7449afe6be83b64c7bb0ff,+440.32,1,1,0,1.00,-,-
0xa01c4feac7ddff376814c9754e67f83890e4d05d,+437.45,2,2,0,1.00,daily,0.67
0x8c58ca0aa244274d589cbd502167983d4c1de330,+433.43,1,1,0,1.00,daily,0.72
0xcc68e0948448875672254f4b76c7b14da265e5c6,+431.74,1,1,0,1.00,-,-
0xd34d0a9c55ac4cf289fa21e003634492465063e5,+431.66,3,3,0,1.00,hourly,0.43
0x092b7201c035576477b8300813014dd2a7877789,+431.05,3,3,0,1.00,hourly,0.37
0x369a22ee2cb2dff8bd752bd52e9d034962b16e27,+430.00,6,2,4,0.33,-,-
0xe5cf2c629c6595249d78f91b29d5a267dbf37b4c,+429.16,1,1,0,1.00,daily,0.50
0x82a9ca3dac74910ceaace565832400dfdf26c9a1,+428.32,1,1,0,1.00,15min,0.56
0x7daf50996ec3dd6e214b8c7b481cef3d0dfe0ec8,+428.13,1,1,0,1.00,daily,0.95
0xccc4e132674619c6faccfeb4e05d6173088f9267,+427.50,105,30,75,0.29,15min,0.50
0xb5f5dac6d6c64cf99b9aa6f79f191e93ef70e14c,+423.76,11,10,1,0.91,hourly,0.51
0xa639cba9de2767193ac9652e56f79c6a9302a48f,+422.81,11,3,8,0.27,daily,0.12
0x8dda8bae6b3532fd148f467a4c97f7bfc218e0d2,+422.71,3,2,1,0.67,15min,0.59
0xcaf822d6120add95c9f6bc712e317c7f6ce53397,+422.64,1,1,0,1.00,15min,0.63
0xb038528ae88f45dcbfed8f7646afcde0f59cff5f,+421.13,21,10,11,0.48,15min,0.32
0xf09fdbd0fd6b7b2f0b6b097ffc4d83a07eac8049,+419.00,3,1,2,0.33,daily,0.14
0x65f6f264ba92969190365f09e0e0054fe40eb1e2,+417.32,2,2,0,1.00,15min,0.32
0x5b20280b8be179fe8de42368ecac8884881599e9,+410.58,2,2,0,1.00,-,-
0x03d9b4b83a569f7428e002215949aacf1385e693,+409.76,1,1,0,1.00,daily,1.00
0x795173772d871733c3110a5695d9638e4b50bb41,+406.61,4,3,1,0.75,daily,0.64
0x25e40fd1608fbbb21ddb5c388634a0badf1cd4f0,+406.58,3,3,0,1.00,15min,0.44
0x4592d0cff9d0bf97201968c6ba028babc58849b6,+404.77,1,1,0,1.00,-,-
0x56e59348ccf8d11b172bd74ddc9ec69722ff6be4,+403.31,8,5,3,0.62,hourly,0.49
0x254ea86ee92ddbca10a27e661460f8aeaf3c1c40,+400.00,1,1,0,1.00,-,-
0xb17be312cc4358f7e8015c2071bb4765dcd3f094,+397.46,1,1,0,1.00,15min,0.54
0x60a1af12b5ac70dd836b3c5a9605752ba23dafd6,+397.05,5,3,2,0.60,15min,0.52
0x2815820a5734808fec8b8a39459aa5df2d91768d,+394.67,1,1,0,1.00,15min,0.14
0xddcd8e90d139f6d60042b4a14cb2cd00a3a8725f,+393.15,1,1,0,1.00,-,-
0x1f35586ba3c373aab21218a3bf93039ef473514f,+392.01,1,1,0,1.00,daily,0.65
0x4fca1342bf60f9bb5a4b71e57880070be3372e16,+391.16,8,3,5,0.38,15min,0.28
0x10d4c35eb0a26c0e2fab75e7eb6cdaff0f3169eb,+389.52,1,1,0,1.00,daily,0.67
0x225b7100cbb9d27cf1e8641daa2f9bfc69bf35c1,+386.40,2,2,0,1.00,15min,0.37
0x7e7c0a8a64fc49a5a1911ef268006623a7a24d13,+384.02,3,3,0,1.00,15min,1.00
0x62387416fc288c661f20b32fcbd9986cdc9b6533,+383.42,1,1,0,1.00,15min,0.27
0x7ab34ead62c51889ed6439eeef7f7e9cb343c4a1,+380.78,2,2,0,1.00,-,-
0x85d2381734c76882870d83abeadc511fb7cdcc46,+378.59,2,1,1,0.50,-,-
0xca0f2cdaf050900983b5b1b1e91d6cbda07cdcb0,+378.17,3,3,0,1.00,daily,0.66
0x040b3f3fe636cae7999c01db021b65f32a93f8a0,+376.40,3,1,2,0.33,-,-
0x9ccc0ca985cd638f106d5f355cc2e4d11d4ce7e8,+375.13,8,3,5,0.38,15min,0.23
0xdbb46859ab5b79a8e7fa2c35bc0efb29aa7448be,+374.06,2,2,0,1.00,daily,0.44
0xe9a86e92122cfaea8439082e15a87fa5b2bc4c36,+372.00,1,1,0,1.00,-,-
0x21468ad63a833f5f9ea5c2835fb4e9dec57ad41b,+371.87,1,1,0,1.00,-,-
0xb05d3b1198ae1f254f11a287854db4e9368a9cfc,+370.72,4,3,1,0.75,15min,0.49
0x707930f77e3c17013926487520ec13899dedff26,+370.69,1,1,0,1.00,daily,0.37
0x553f81949b0317cd27115ceb6175dfc5e3e299b9,+370.58,1,1,0,1.00,15min,0.29
0x6f404a6206a65b7f4a55475c170190c25995da32,+370.31,1,1,0,1.00,monthly,0.90
0xca3809c89de999da9b4c141e5aea2ad2346be215,+370.23,6,4,2,0.67,15min,0.72
0xb03b826a4fc9893b35d3ddf4f11be824525b6ca1,+370.00,3,3,0,1.00,monthly,1.00
0x8a1146cfa7e8d5b956a4adbbb9dfda9fb05509b6,+368.41,1,1,0,1.00,15min,0.50
0x55a1f55fb021eb52f5233321f88ff8eca5aedb28,+366.88,3,1,2,0.33,-,-
0x3f28da2e5c3cc8c9fb81d1925cc0ab529d1c6abc,+366.69,5,3,2,0.60,15min,1.00
0xdcbbee1fb9e7bced21144e191606cc6dca804721,+365.52,1,1,0,1.00,-,-
0x97d752bf65d00b9de52289f06b4e27c145efa53c,+364.56,21,18,3,0.86,15min,0.48
0x682f870bb7da37812ef1cbca32b81743d9763265,+363.64,1,1,0,1.00,-,-
0x19ee148f2a73fb27a341ab8d08e39b11fbdda073,+363.50,1,1,0,1.00,-,-
0x9b2b6d27fbc5dd978486011e9de0da06435d5752,+361.18,1,1,0,1.00,15min,0.51
0x7ddef2878b81a6d9d3c810ec24b8c55684ac9d98,+359.59,9,2,7,0.22,hourly,0.32
0xe955e0b8db6540d9f460d52191d0c462212a3b03,+357.78,2,1,1,0.50,monthly,0.62
0x5c41e3a1c157ebdd9bb1e81e55a85898bfbf0795,+357.32,3,1,2,0.33,hourly,0.36
0x3adcb3498cf715d220c4a7624a0789cb8131972d,+355.59,8,4,4,0.50,hourly,0.89
0x16ff612472666c9a46c6b78de7632fac23b0eb4c,+354.58,3,3,0,1.00,15min,0.88
0x20ad75e19b155f8518eb9e0486158f9884879c9a,+350.72,3,3,0,1.00,-,-
0x6286dde2c74df7163da5c205f312b91e9389f59c,+350.66,1,1,0,1.00,-,-
0x0e8f320f25e1a9c4e3d46f0ddc2d176fca5ddc6c,+350.14,4,4,0,1.00,-,-
0x30a4ae43ce2a8c55fc911b6615fb429a52898441,+350.00,3,1,2,0.33,daily,0.27
0x95923e6dfa4e685361ffb0ead28657d3fa1aa85b,+349.71,1,1,0,1.00,daily,0.62
0x48270d81cfe598ae0379ca535a26dc41e3e9080d,+347.16,15,6,9,0.40,daily,0.44
0x82cb35fa2efbf3e58387203aeeebdfed77c15c27,+343.40,7,6,1,0.86,hourly,0.65
0xb1aad9392ed144ad577e2e55fb83c783e52e16cf,+343.11,1,1,0,1.00,daily,0.50
0xd1c10680adc845fdcc02e3ba6d9026f8bc4c25f2,+341.33,5,2,3,0.40,daily,0.29
0x464da560fd669e1500e309e29a1fce7fcb8b67df,+340.77,2,2,0,1.00,15min,0.24
0x6f9e701c6ce795e4f63b8c94a34cdc856cee8ba0,+340.63,1,1,0,1.00,15min,0.19
0x58d523302936d871d80990b45d0edd964b4f79da,+339.87,10,3,7,0.30,15min,0.35
0x2e62eddf5acffa59a97706de674348a2e600b22e,+339.12,2,1,1,0.50,daily,0.46
0x94fa5631048f10e7e6d30a669b0a5020781b989e,+337.86,2,2,0,1.00,daily,0.66
0x5d1f90cea9e0a700879e3e67140d71d246430556,+337.83,1,1,0,1.00,15min,0.56
0x4ca53c53133ca1d52718f1556fd6f3be7effa81d,+336.73,2,2,0,1.00,daily,0.40
0xef17126fb0002126b69e279ba4aaab5205e4e3f2,+336.27,1,1,0,1.00,hourly,0.53
0x57baaff04efe7aae470779e98c23c36736c0655e,+332.90,3,3,0,1.00,15min,0.81
0x69ee740e12eb543efb662848fc93478e4a454367,+332.23,2,2,0,1.00,15min,0.34
0xe42bf69ebd99d9c47d56b58930d3972b3a687ea9,+332.16,1,1,0,1.00,-,-
0x51223ccf97eaa44b1f0387bdd787048f2d5b22df,+332.11,4,4,0,1.00,15min,0.76
0xc01e156722f9bdf3c9a83e1765b1a713d87cb97a,+331.50,1,1,0,1.00,15min,0.24
0x87650b9f63563f7c456d9bbcceee5f9faf06ed81,+330.18,4,4,0,1.00,monthly,0.92
0x5ef2ae992bf404709857424c4055c56aae5ff468,+330.05,3,2,1,0.67,15min,0.43
0x1c1d557d8559ed08307678d680a067579b5f58fc,+329.28,4,4,0,1.00,15min,0.65
0xa4f02bf4d71cf79beb1738842e638403fe5d4be4,+329.14,1,1,0,1.00,-,-
0xb49542ede5279e46b356907cbb676f4dfbe2e479,+328.69,1,1,0,1.00,15min,0.47
0x85e9d6b150017fa1a7d58eb22a5f9390c3065e96,+327.39,4,2,2,0.50,daily,0.50
0xa349bb9bdefb5184e3be75e79b2dcd3b5bd1a5a1,+326.86,2,1,1,0.50,hourly,0.52
0x4a5f446f0685b63bcf4d8b97319778913514e63c,+326.06,2,2,0,1.00,-,-
0x8c16a7555158aba96a709967ea873d6e2d384b37,+325.73,4,2,2,0.50,daily,0.36
0x7ff2b7428b46831c11417620b6ee714e7bc5bfb4,+323.87,2,1,1,0.50,daily,0.29
0x2fa0af87a0b7102800ab28018b185743355caa66,+322.71,5,2,3,0.40,daily,0.50
0x33bcb6e9bd44be709122b2940c55e34f1a7e37dc,+319.10,5,5,0,1.00,daily,0.93
0x89a1f9c1e84cf2e99eba2f38737e2c5c110e89d5,+317.26,1,1,0,1.00,15min,1.00
0x513f2501ed876dc544c0fbd75840ffbb291060c3,+316.86,1,1,0,1.00,-,-
0xd93ba55778150f95ee0b04dac26336a9c6fecd48,+314.00,2,2,0,1.00,daily,1.00
0x1dc0db14e3ca9591ca7196305f75eeb750f5099d,+313.47,4,2,2,0.50,daily,0.36
0x75b1e38df79fb771e9dcf04eda87b49ed19ae2e8,+313.41,3,2,1,0.67,daily,0.67
0x537494c54dee9162534675712f2e625c9713042e,+313.33,56,34,22,0.61,15min,0.51
0xf2f6b05a831c715d9a7e2646f607b1ecf59f6eff,+312.22,4,3,1,0.75,15min,0.65
0x05c00d50c96e19551da29a408e14d328a7678be3,+311.69,5,4,1,0.80,15min,0.60
0xa467dde4eb93a9911a4e2bb66f397c8f83c709f7,+310.04,3,1,2,0.33,15min,0.24
0xf70f2ba870efc32d07b366c2d685804dfa683c97,+309.82,3,2,1,0.67,15min,0.46
0xeee45edc5df9f79acdbe2ccf619b709fbcc61cef,+308.60,1,1,0,1.00,-,-
0x3ab15b2483330f050644f810d7463aea063102e9,+308.21,1,1,0,1.00,-,-
0x2ca55d29c33656f04a1c7ea9298bfa88c950e6c9,+308.03,8,3,5,0.38,daily,0.48
0xd406af105f5a98b9164eefa087c6668139f1e83a,+307.70,2,1,1,0.50,15min,0.48
0x0ae49502214d903677022a2627f8cb27e7dba659,+307.70,3,3,0,1.00,hourly,0.90
0x2c45f2be0c74bf01580a4b558bb26979d6e64790,+304.59,5,5,0,1.00,-,-
0xfba1e2f734209f105d9f1f61c98986ddda9a569b,+303.85,14,2,12,0.14,15min,0.37
0xc5b5bbd42624a8f0c8dfa90221913007d8c77e80,+300.12,4,1,3,0.25,daily,0.34
0x0ee43574468bbffe8b1cca1c5236ef712452276f,+300.00,1,1,0,1.00,-,-
0x1af037ad8f3a6327d9b41f686bdd14a9bbf1d21f,+300.00,1,1,0,1.00,-,-
0x2d9b1a59ed41fd0d7e6974335c2da9ecfe38faba,+297.55,2,2,0,1.00,hourly,0.75
0xb7b3ed1c02a77a200b600ac407747be2f3b79573,+297.52,4,2,2,0.50,daily,0.54
0x76a38e326a3a18248ba97c7cc076494b81da5249,+297.25,2,2,0,1.00,15min,0.40
0x6d89b04d066d505c839d72442cba5afcaf7640a4,+297.17,3,3,0,1.00,-,-
0xd9e5c9d17f6b6bb0b34738174b48d6f8a758f125,+296.56,2,2,0,1.00,hourly,0.10
0xb250acbbd311cc77aea1d8578a9703619f1589c8,+296.21,3,2,1,0.67,15min,0.42
0x2237858e73a5b6575b072a8819b09d87683873dd,+295.68,1,1,0,1.00,15min,0.21
0x19ff71cc489760b54fe4b138572407325519d0d0,+292.50,1,1,0,1.00,-,-
0x1a55f5de8cd869e0472f6927f0ab8b9ff05eeb88,+292.27,7,5,2,0.71,15min,0.70
0x0d42cc5ff0526fbb8f0bb9eafa9ebba3f23df124,+291.57,5,3,2,0.60,monthly,1.00
0xcbd0f3b660c1c0609ac25919ec0cea828f7edec4,+291.40,3,3,0,1.00,-,-
0x8ad8e3d8b0f8b2368c37a77f4d0f6ff59034fdff,+291.07,1,1,0,1.00,daily,0.71
0x3dafa3ccd0ed8a43364bd237734ad9058b69e888,+289.76,1,1,0,1.00,-,-
0x72b277be7117014d07c6d9d4e26204f3c9c5ffca,+288.60,1,1,0,1.00,-,-
0x08220caa605a7877b9846fcc653c8c3ba6117e9b,+288.12,1,1,0,1.00,15min,0.52
0x57b9f4c410ac9f8750ee96a940320ec51cdbe9b4,+286.48,1,1,0,1.00,-,-
0x97f28fb73c0d4b3b04d2a9fcae7cf82aa728d84f,+283.78,16,9,7,0.56,daily,0.54
0x2b16a6378deb93c959ee7c783540d5cf47afa4fc,+283.11,1,1,0,1.00,monthly,0.00
0xb8415ce9e03af2618cf6f6c549c26e8953613cfb,+282.98,4,4,0,1.00,-,-
0x5f0602e43efa55dc82dd739d4d66d5fb29c4e795,+279.06,6,3,3,0.50,15min,0.17
0x9cefa2840ccead9d5bb4fa2797d32c764aa7d4de,+278.89,2,2,0,1.00,15min,0.53
0x8d37b7b3f44822d998df2a0b613da45928555b73,+278.81,2,1,1,0.50,15min,0.54
0x102227c7fb01dbff5aedd6cdef951f2f80f0e2b0,+277.13,1,1,0,1.00,hourly,0.71
0xc0c26ba6f6c860930add3768f69685b4b64ec0e3,+275.95,1,1,0,1.00,15min,0.18
0xec0c615f466277c8a3593f8b1c7c5585db868589,+275.57,6,2,4,0.33,daily,0.25
0xd825669ebc41be9592ea7959c20989e76d60a76e,+275.07,11,9,2,0.82,hourly,0.52
0xb24363da17e6852f777e9bd639451808868d887e,+273.63,8,4,4,0.50,15min,0.21
0x54834b92a9dbfc594005a72ee1f942e8f1442f06,+270.30,5,5,0,1.00,15min,0.60
0xd7f6cd200328596304f36bb5263c3069f90b8160,+268.81,3,3,0,1.00,-,-
0x50e0bc57c6a2260f1e8b3d78e5fbefeb89060222,+268.73,1,1,0,1.00,-,-
0xd50caddb396e5fa6a34361a87b1763de7d4376c3,+267.35,3,1,2,0.33,daily,0.33
0x7ca15f0b1d5dc2756f1f172ec747f66bb70daea0,+266.33,3,1,2,0.33,-,-
0xb5685f87d61d37e80f90f80a73a295ffd11b14d4,+266.08,2,2,0,1.00,-,-
0xa9470e929af5fb12586eb9b5e29e99b3a3288a1a,+265.56,2,2,0,1.00,-,-
0x5cc5b031c7b8e43dc9cc9b6c4e496fd02815b83a,+264.50,5,3,2,0.60,15min,0.31
0x2880e4b38089f587c721a1455a97b0ca86b7fa70,+264.00,1,1,0,1.00,15min,0.17
0x8de109d4a1ca39cf7dbbd0823ecc6155292b956e,+259.04,4,2,2,0.50,hourly,0.70
0xb3abff7c20ffb675e176ae3d6239f590cdfbff0c,+257.37,5,3,2,0.60,daily,0.37
0x931aa0d1bc0406382b1189160420550ec506fae8,+255.92,1,1,0,1.00,daily,0.19
0x59d4a69c0da718e44ff33f8690c314481157b745,+255.41,1,1,0,1.00,-,-
0x2c7f8e953c28ff9564b1feb14f43c0594b5db4d2,+254.78,1,1,0,1.00,15min,0.25
0x395b310b868470e0b7a29d40a98260d699e06c7a,+254.45,9,5,4,0.56,15min,0.30
0x5032bf641d0b91c6a6c00ea4927112dd56f7c7e5,+253.90,4,4,0,1.00,15min,1.00
0x95e67daf7d278765544622a832696b046a065780,+253.31,15,12,3,0.80,15min,0.47
0x6ab434242be94f834de8d38ba2de0b4cbfdaa81b,+251.83,8,4,4,0.50,daily,0.69
0x30f4af657fd54dbefe1c0026a19bc95ff5c48c1e,+251.80,7,4,3,0.57,daily,0.35
0x323965e26fc0573234d6faa6819b6e886e986e1b,+251.10,6,5,1,0.83,daily,0.96
0x7e25385bc0e922bbb342f9291e9264573202d25e,+250.93,2,2,0,1.00,-,-
0xfed9a347ab02b00a7e5983550e5435b38ff13cde,+250.28,14,8,6,0.57,15min,0.53
0x36edf4d48d3fdf4b59bb549be42843f3349c4a93,+250.00,1,1,0,1.00,-,-
0xb27a7c6e09763c52d8343c267a80e5d742d22ca7,+248.98,1,1,0,1.00,daily,0.41
0x1787b014311089d74fb16e5ab9d1c4b0aee4c311,+248.00,4,4,0,1.00,daily,0.64
0xcc8d773fe2b7106b4e43883d9bb7aa91d6518a67,+246.52,1,1,0,1.00,15min,0.50
0x0bf8c58436f2b13864f44957192ebe7d2cfcfb84,+246.26,3,2,1,0.67,15min,0.44
0xfefb4ab20c207f11278c222e5276546727f74b5d,+245.00,1,1,0,1.00,daily,0.25
0x8638203fbb7befcc0f301e0fa4e828a7093e3633,+243.66,1,1,0,1.00,-,-
0x7ab05c8610eb4424a4a45e96b93f1850080cff44,+241.49,3,3,0,1.00,15min,0.86
0x4988739e311c6bf399dab2b8cf2fc534863bb0c1,+241.37,2,2,0,1.00,daily,0.92
0x05990e670ca080e9634206133f4d02bdaf423490,+240.22,1,1,0,1.00,daily,0.32
0x0d05acd6baaa8ea1fac50ab74a7679ae6f534518,+239.79,12,10,2,0.83,hourly,0.45
0x4cd6563231c76d1a4265ae95aa53d57fa5ef686f,+239.73,3,3,0,1.00,daily,0.26
0x404f12a10b2d2ea267023a97299b3690df13f2a1,+239.68,1,1,0,1.00,15min,0.26
0xda1ea9e1440b1edba72c167acf7718677bb7f6a4,+237.68,3,3,0,1.00,daily,0.44
0xdb90cce9e2bdaf695883fa41d98304f1dba91917,+236.52,6,3,3,0.50,15min,0.57
0x6b3a549080f043f5ac2433a30e5ce154c7782841,+236.15,2,1,1,0.50,daily,0.21
0xcbbc4a4490de738ffb7f85919bf29789424778a1,+235.54,2,2,0,1.00,15min,0.35
